OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2019-06-01,13,0,2019-06-01T19:00:00-00:00,2019-06-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1356.26962,ACTUAL,1
2019-06-01,15,0,2019-06-01T21:00:00-00:00,2019-06-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1310.98816,ACTUAL,1
2019-06-01,12,0,2019-06-01T18:00:00-00:00,2019-06-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1399.80708,ACTUAL,1
2019-06-01,19,0,2019-06-02T01:00:00-00:00,2019-06-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,693.72326,ACTUAL,1
2019-06-01,11,0,2019-06-01T17:00:00-00:00,2019-06-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1375.07939,ACTUAL,1
2019-06-01,24,0,2019-06-02T06:00:00-00:00,2019-06-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.15549,ACTUAL,1
2019-06-01,10,0,2019-06-01T16:00:00-00:00,2019-06-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1352.18097,ACTUAL,1
2019-06-01,16,0,2019-06-01T22:00:00-00:00,2019-06-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1272.73138,ACTUAL,1
2019-06-01,9,0,2019-06-01T15:00:00-00:00,2019-06-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1272.409,ACTUAL,1
2019-06-01,23,0,2019-06-02T05:00:00-00:00,2019-06-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.27129,ACTUAL,1
2019-06-01,8,0,2019-06-01T14:00:00-00:00,2019-06-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,902.79426,ACTUAL,1
2019-06-01,18,0,2019-06-02T00:00:00-00:00,2019-06-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1017.47945,ACTUAL,1
2019-06-01,7,0,2019-06-01T13:00:00-00:00,2019-06-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,234.81713,ACTUAL,1
2019-06-01,22,0,2019-06-02T04:00:00-00:00,2019-06-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.16561,ACTUAL,1
2019-06-01,6,0,2019-06-01T12:00:00-00:00,2019-06-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-2.12053,ACTUAL,1
2019-06-01,14,0,2019-06-01T20:00:00-00:00,2019-06-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1302.24555,ACTUAL,1
2019-06-01,5,0,2019-06-01T11:00:00-00:00,2019-06-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.28673,ACTUAL,1
2019-06-01,21,0,2019-06-02T03:00:00-00:00,2019-06-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.1158,ACTUAL,1
2019-06-01,4,0,2019-06-01T10:00:00-00:00,2019-06-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.27147,ACTUAL,1
2019-06-01,17,0,2019-06-01T23:00:00-00:00,2019-06-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1064.83472,ACTUAL,1
2019-06-01,3,0,2019-06-01T09:00:00-00:00,2019-06-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.27761,ACTUAL,1
2019-06-01,20,0,2019-06-02T02:00:00-00:00,2019-06-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,165.1476,ACTUAL,1
2019-06-01,2,0,2019-06-01T08:00:00-00:00,2019-06-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.2933,ACTUAL,1
2019-06-01,1,0,2019-06-01T07:00:00-00:00,2019-06-01T08:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-3.2649,ACTUAL,1
2019-06-01,12,0,2019-06-01T18:00:00-00:00,2019-06-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,156.05922,ACTUAL,2
2019-06-01,11,0,2019-06-01T17:00:00-00:00,2019-06-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,147.73537,ACTUAL,2
2019-06-01,10,0,2019-06-01T16:00:00-00:00,2019-06-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,207.26647,ACTUAL,2
2019-06-01,9,0,2019-06-01T15:00:00-00:00,2019-06-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,169.50787,ACTUAL,2
2019-06-01,8,0,2019-06-01T14:00:00-00:00,2019-06-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,228.50887,ACTUAL,2
2019-06-01,7,0,2019-06-01T13:00:00-00:00,2019-06-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,319.69047,ACTUAL,2
2019-06-01,6,0,2019-06-01T12:00:00-00:00,2019-06-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,455.15544,ACTUAL,2
2019-06-01,5,0,2019-06-01T11:00:00-00:00,2019-06-01T12:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,593.64079,ACTUAL,2
2019-06-01,4,0,2019-06-01T10:00:00-00:00,2019-06-01T11:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,636.86267,ACTUAL,2
2019-06-01,3,0,2019-06-01T09:00:00-00:00,2019-06-01T10:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,697.3652,ACTUAL,2
2019-06-01,2,0,2019-06-01T08:00:00-00:00,2019-06-01T09:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,661.50009,ACTUAL,2
