OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW,MARKET_RUN_ID,GROUP
2019-04-01,13,0,2019-04-01T19:00:00-00:00,2019-04-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1221.41372,ACTUAL,1
2019-04-01,15,0,2019-04-01T21:00:00-00:00,2019-04-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1038.07965,ACTUAL,1
2019-04-01,12,0,2019-04-01T18:00:00-00:00,2019-04-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1269.05013,ACTUAL,1
2019-04-01,19,0,2019-04-02T01:00:00-00:00,2019-04-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,54.23772,ACTUAL,1
2019-04-01,11,0,2019-04-01T17:00:00-00:00,2019-04-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1280.23555,ACTUAL,1
2019-04-01,24,0,2019-04-02T06:00:00-00:00,2019-04-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.39925,ACTUAL,1
2019-04-01,10,0,2019-04-01T16:00:00-00:00,2019-04-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1094.23912,ACTUAL,1
2019-04-01,16,0,2019-04-01T22:00:00-00:00,2019-04-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,724.40459,ACTUAL,1
2019-04-01,9,0,2019-04-01T15:00:00-00:00,2019-04-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,637.488,ACTUAL,1
2019-04-01,23,0,2019-04-02T05:00:00-00:00,2019-04-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.5388,ACTUAL,1
2019-04-01,8,0,2019-04-01T14:00:00-00:00,2019-04-01T15:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,237.50785,ACTUAL,1
2019-04-01,18,0,2019-04-02T00:00:00-00:00,2019-04-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,145.16594,ACTUAL,1
2019-04-01,7,0,2019-04-01T13:00:00-00:00,2019-04-01T14:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.7329,ACTUAL,1
2019-04-01,22,0,2019-04-02T04:00:00-00:00,2019-04-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.56835,ACTUAL,1
2019-04-01,6,0,2019-04-01T12:00:00-00:00,2019-04-01T13:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.0301,ACTUAL,1
2019-04-01,14,0,2019-04-01T20:00:00-00:00,2019-04-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,1135.06371,ACTUAL,1
2019-04-01,5,0,2019-04-01T11:00:00-00:00,2019-04-01T12:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.05841,ACTUAL,1
2019-04-01,21,0,2019-04-02T03:00:00-00:00,2019-04-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.52178,ACTUAL,1
2019-04-01,4,0,2019-04-01T10:00:00-00:00,2019-04-01T11:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.06158,ACTUAL,1
2019-04-01,17,0,2019-04-01T23:00:00-00:00,2019-04-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,305.44554,ACTUAL,1
2019-04-01,3,0,2019-04-01T09:00:00-00:00,2019-04-01T10:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.08139,ACTUAL,1
2019-04-01,20,0,2019-04-02T02:00:00-00:00,2019-04-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,3.19142,ACTUAL,1
2019-04-01,2,0,2019-04-01T08:00:00-00:00,2019-04-01T09:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,-0.08046,ACTUAL,1
2019-04-01,1,0,2019-04-01T07:00:00-00:00,2019-04-01T08:00:00-00:00,NP15,Solar,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,3,0.048,ACTUAL,1
2019-04-01,12,0,2019-04-01T18:00:00-00:00,2019-04-01T19:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,6.22271,ACTUAL,2
2019-04-01,11,0,2019-04-01T17:00:00-00:00,2019-04-01T18:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,1.07229,ACTUAL,2
2019-04-01,10,0,2019-04-01T16:00:00-00:00,2019-04-01T17:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,5.03733,ACTUAL,2
2019-04-01,9,0,2019-04-01T15:00:00-00:00,2019-04-01T16:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,2.61823,ACTUAL,2
2019-04-01,8,0,2019-04-01T14:00:00-00:00,2019-04-01T15:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,3.89403,ACTUAL,2
2019-04-01,7,0,2019-04-01T13:00:00-00:00,2019-04-01T14:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,15.12111,ACTUAL,2
2019-04-01,6,0,2019-04-01T12:00:00-00:00,2019-04-01T13:00:00-00:00,NP15,Wind,Renewable Forecast Actual Generation,RENEW_FCST_ACT_MW,3,1,95.98322,ACTUAL,2
